geoid,year,measure,value
021500001001126,2021,total_group_quarters,0
021500001001127,2021,total_group_quarters,0
021500001001128,2021,total_group_quarters,0
021500001001129,2021,total_group_quarters,0
021500001001130,2021,total_group_quarters,0
021500001001131,2021,total_group_quarters,0
021500001001132,2021,total_group_quarters,0
021500001001133,2021,total_group_quarters,0
021500001001134,2021,total_group_quarters,0
021500001001135,2021,total_group_quarters,0
021500001001136,2021,total_group_quarters,0
021500001001137,2021,total_group_quarters,0
021500001001138,2021,total_group_quarters,0
021500001001139,2021,total_group_quarters,0
021500001001140,2021,total_group_quarters,0
021500001001141,2021,total_group_quarters,0
021500001001142,2021,total_group_quarters,0
021500001001143,2021,total_group_quarters,0
021500001001144,2021,total_group_quarters,0
021500001001145,2021,total_group_quarters,0
021500001001146,2021,total_group_quarters,0
021500001001147,2021,total_group_quarters,0
021500001001148,2021,total_group_quarters,0
021500001001149,2021,total_group_quarters,0
021500001001150,2021,total_group_quarters,0
021500001001151,2021,total_group_quarters,0
021500001001152,2021,total_group_quarters,0
021500001001153,2021,total_group_quarters,0
021500001001154,2021,total_group_quarters,0
021500001001155,2021,total_group_quarters,0
021500001001156,2021,total_group_quarters,0
021500001001157,2021,total_group_quarters,0
021500001001158,2021,total_group_quarters,0
021500001001159,2021,total_group_quarters,0
021500001001160,2021,total_group_quarters,0
021500001001161,2021,total_group_quarters,0
021500001001162,2021,total_group_quarters,0
021500001001163,2021,total_group_quarters,0
021500001001164,2021,total_group_quarters,0
021500001001165,2021,total_group_quarters,0
021500001001166,2021,total_group_quarters,0
021500001001167,2021,total_group_quarters,0
021500001001168,2021,total_group_quarters,0
021500001001169,2021,total_group_quarters,0
021500001001170,2021,total_group_quarters,0
021500001001171,2021,total_group_quarters,0
021500001001172,2021,total_group_quarters,0
021500001001173,2021,total_group_quarters,0
021500001001174,2021,total_group_quarters,0
021500001001175,2021,total_group_quarters,0
021500001001176,2021,total_group_quarters,0
021500001001177,2021,total_group_quarters,0
021500001001178,2021,total_group_quarters,0
021500001001179,2021,total_group_quarters,0
021500001001180,2021,total_group_quarters,0
021500001001181,2021,total_group_quarters,0
021500001001182,2021,total_group_quarters,0
021500001001183,2021,total_group_quarters,0
021500001001184,2021,total_group_quarters,0
021500001001185,2021,total_group_quarters,0
021500001001186,2021,total_group_quarters,0
021500001001187,2021,total_group_quarters,0
021500001001188,2021,total_group_quarters,0
021500001001189,2021,total_group_quarters,0
021500001001190,2021,total_group_quarters,0
021500001001191,2021,total_group_quarters,0
021500001001192,2021,total_group_quarters,0
021500001001193,2021,total_group_quarters,0
021500001001194,2021,total_group_quarters,0
021500001001195,2021,total_group_quarters,0
021500001001196,2021,total_group_quarters,0
021500001001197,2021,total_group_quarters,0
021500001001198,2021,total_group_quarters,0
021500001001199,2021,total_group_quarters,0
021500001001200,2021,total_group_quarters,0
021500001001201,2021,total_group_quarters,0
021500001001202,2021,total_group_quarters,0
021500001001203,2021,total_group_quarters,0
021500001001204,2021,total_group_quarters,0
021500001001205,2021,total_group_quarters,0
021500001001206,2021,total_group_quarters,0
021500001001207,2021,total_group_quarters,0
021500001001208,2021,total_group_quarters,0
021500001001209,2021,total_group_quarters,0
021500001001210,2021,total_group_quarters,0
021500001001211,2021,total_group_quarters,0
021500001001212,2021,total_group_quarters,0
021500001001213,2021,total_group_quarters,0
021500001001214,2021,total_group_quarters,0
021500001001215,2021,total_group_quarters,0
021500001001216,2021,total_group_quarters,0
021500001001217,2021,total_group_quarters,0
021500001001218,2021,total_group_quarters,0
021500001001219,2021,total_group_quarters,0
021500001001220,2021,total_group_quarters,0
021500001001221,2021,total_group_quarters,0
021500001001222,2021,total_group_quarters,0
021500001001223,2021,total_group_quarters,0
021500001001224,2021,total_group_quarters,0
021500001001225,2021,total_group_quarters,0
021500001001226,2021,total_group_quarters,0
021500001001227,2021,total_group_quarters,0
021500001001228,2021,total_group_quarters,1
021500001001229,2021,total_group_quarters,0
021500001001230,2021,total_group_quarters,0
021500001001231,2021,total_group_quarters,0
021500001001232,2021,total_group_quarters,0
021500001001233,2021,total_group_quarters,0
021500001001234,2021,total_group_quarters,0
021500001001235,2021,total_group_quarters,0
021500001001236,2021,total_group_quarters,0
021500001001237,2021,total_group_quarters,0
021500001001238,2021,total_group_quarters,0
021500001001239,2021,total_group_quarters,0
021500001001240,2021,total_group_quarters,0
021500001001241,2021,total_group_quarters,0
021500001001242,2021,total_group_quarters,0
021500001001243,2021,total_group_quarters,0
021500001001244,2021,total_group_quarters,0
021500001001245,2021,total_group_quarters,0
021500001001246,2021,total_group_quarters,0
021500001001247,2021,total_group_quarters,0
021500001001248,2021,total_group_quarters,0
021500001001249,2021,total_group_quarters,0
021500001001250,2021,total_group_quarters,0
021500001001251,2021,total_group_quarters,0
021500001001252,2021,total_group_quarters,0
021500001001253,2021,total_group_quarters,0
021500001001254,2021,total_group_quarters,0
021500001001255,2021,total_group_quarters,0
021500001001256,2021,total_group_quarters,0
021500001001257,2021,total_group_quarters,0
021500001001258,2021,total_group_quarters,0
021500001001259,2021,total_group_quarters,0
021500001001260,2021,total_group_quarters,0
021500001001261,2021,total_group_quarters,0
021500001001262,2021,total_group_quarters,0
021500001001263,2021,total_group_quarters,0
021500001001264,2021,total_group_quarters,0
021500001001265,2021,total_group_quarters,0
021500001001266,2021,total_group_quarters,0
021500001001267,2021,total_group_quarters,0
021500001001268,2021,total_group_quarters,0
021500001001269,2021,total_group_quarters,0
021500001001270,2021,total_group_quarters,0
021500001001271,2021,total_group_quarters,0
021500001001272,2021,total_group_quarters,0
021500001001273,2021,total_group_quarters,0
021500001001274,2021,total_group_quarters,0
021500001001275,2021,total_group_quarters,0
021500001001276,2021,total_group_quarters,0
021500001001277,2021,total_group_quarters,0
021500001001278,2021,total_group_quarters,0
021500001001279,2021,total_group_quarters,0
021500001001280,2021,total_group_quarters,0
021500001001281,2021,total_group_quarters,0
021500001001282,2021,total_group_quarters,0
021500001001283,2021,total_group_quarters,0
021500001001284,2021,total_group_quarters,0
021500001001285,2021,total_group_quarters,0
021500001001286,2021,total_group_quarters,0
021500001001287,2021,total_group_quarters,0
021500001001288,2021,total_group_quarters,0
021500001001289,2021,total_group_quarters,0
021500001001290,2021,total_group_quarters,0
021500001001291,2021,total_group_quarters,0
021500001001292,2021,total_group_quarters,0
021500001001293,2021,total_group_quarters,0
021500001001294,2021,total_group_quarters,0
021500001001295,2021,total_group_quarters,0
021500001001296,2021,total_group_quarters,0
021500001001297,2021,total_group_quarters,0
021500001001298,2021,total_group_quarters,0
021500001001299,2021,total_group_quarters,0
021500001001300,2021,total_group_quarters,0
021500001001301,2021,total_group_quarters,0
021500001001302,2021,total_group_quarters,0
021500001001303,2021,total_group_quarters,0
021500001001304,2021,total_group_quarters,0
021500001001305,2021,total_group_quarters,0
021500001001306,2021,total_group_quarters,0
021500001001307,2021,total_group_quarters,0
021500001001308,2021,total_group_quarters,0
021500001001309,2021,total_group_quarters,0
021500001001310,2021,total_group_quarters,0
021500001001311,2021,total_group_quarters,0
021500001001312,2021,total_group_quarters,0
021500001001313,2021,total_group_quarters,0
021500001001314,2021,total_group_quarters,0
021500001001315,2021,total_group_quarters,0
021500001001316,2021,total_group_quarters,0
021500001001317,2021,total_group_quarters,0
021500001001318,2021,total_group_quarters,0
021500001001319,2021,total_group_quarters,0
021500001001320,2021,total_group_quarters,0
021500001001321,2021,total_group_quarters,0
021500001001322,2021,total_group_quarters,0
021500001001323,2021,total_group_quarters,0
021500001001324,2021,total_group_quarters,0
021500001001325,2021,total_group_quarters,0
021500001001326,2021,total_group_quarters,0
021500001001327,2021,total_group_quarters,0
021500001001328,2021,total_group_quarters,0
021500001001329,2021,total_group_quarters,0
021500001001330,2021,total_group_quarters,0
021500001001331,2021,total_group_quarters,0
021500001001332,2021,total_group_quarters,0
021500001001333,2021,total_group_quarters,0
021500001001334,2021,total_group_quarters,0
021500001001335,2021,total_group_quarters,0
021500001001336,2021,total_group_quarters,0
021500001001337,2021,total_group_quarters,0
021500001001338,2021,total_group_quarters,0
021500001001339,2021,total_group_quarters,0
021500001001340,2021,total_group_quarters,0
021500001001341,2021,total_group_quarters,0
021500001001342,2021,total_group_quarters,0
021500001001343,2021,total_group_quarters,0
021500001001344,2021,total_group_quarters,0
021500001001345,2021,total_group_quarters,0
021500001001346,2021,total_group_quarters,0
021500001001347,2021,total_group_quarters,0
021500001001348,2021,total_group_quarters,0
021500001001349,2021,total_group_quarters,0
021500001001350,2021,total_group_quarters,0
021500001002000,2021,total_group_quarters,0
021500001002001,2021,total_group_quarters,0
021500001002002,2021,total_group_quarters,0
021500001002003,2021,total_group_quarters,0
021500001002004,2021,total_group_quarters,0
021500001002005,2021,total_group_quarters,0
021500001002006,2021,total_group_quarters,0
021500001002007,2021,total_group_quarters,0
021500001002008,2021,total_group_quarters,0
021500001002009,2021,total_group_quarters,0
021500001002010,2021,total_group_quarters,0
021500001002011,2021,total_group_quarters,0
021500001002012,2021,total_group_quarters,0
021500001002013,2021,total_group_quarters,0
021500001002014,2021,total_group_quarters,0
021500001002015,2021,total_group_quarters,0
021500001002016,2021,total_group_quarters,0
021500001002017,2021,total_group_quarters,0
021500001002018,2021,total_group_quarters,0
021500001002019,2021,total_group_quarters,0
021500001002020,2021,total_group_quarters,0
021500001002021,2021,total_group_quarters,0
021500001002022,2021,total_group_quarters,0
021500001002023,2021,total_group_quarters,0
021500001002024,2021,total_group_quarters,0
021500001002025,2021,total_group_quarters,0
021500001002026,2021,total_group_quarters,0
021500001002027,2021,total_group_quarters,0
021500001002028,2021,total_group_quarters,0
021500001002029,2021,total_group_quarters,0
021500001002030,2021,total_group_quarters,0
021500001002031,2021,total_group_quarters,0
021500001002032,2021,total_group_quarters,0
021500001002033,2021,total_group_quarters,0
021500001002034,2021,total_group_quarters,0
021500001002035,2021,total_group_quarters,0
021500001002036,2021,total_group_quarters,1
021500001002037,2021,total_group_quarters,0
021500001002038,2021,total_group_quarters,0
021500001002039,2021,total_group_quarters,0
021500001002040,2021,total_group_quarters,0
021500001002041,2021,total_group_quarters,0
021500001002042,2021,total_group_quarters,0
021500001002043,2021,total_group_quarters,0
021500001002044,2021,total_group_quarters,0
021500001002045,2021,total_group_quarters,0
021500001002046,2021,total_group_quarters,0
021500001002047,2021,total_group_quarters,0
021500001002048,2021,total_group_quarters,0
021500001002049,2021,total_group_quarters,0
021500001002050,2021,total_group_quarters,0
021500001002051,2021,total_group_quarters,0
021500001002052,2021,total_group_quarters,0
021500001002053,2021,total_group_quarters,0
021500001002054,2021,total_group_quarters,0
021500001002055,2021,total_group_quarters,0
021500001002056,2021,total_group_quarters,0
021500001002057,2021,total_group_quarters,0
021500001002058,2021,total_group_quarters,0
021500001002059,2021,total_group_quarters,0
021500001002060,2021,total_group_quarters,0
021500001002061,2021,total_group_quarters,0
021500001002062,2021,total_group_quarters,0
021500001002063,2021,total_group_quarters,0
021500001002064,2021,total_group_quarters,0
021500001002065,2021,total_group_quarters,0
021500001002066,2021,total_group_quarters,0
021500001002067,2021,total_group_quarters,0
021500001002068,2021,total_group_quarters,0
021500001002069,2021,total_group_quarters,0
021500001002070,2021,total_group_quarters,0
021500001002071,2021,total_group_quarters,0
021500001002072,2021,total_group_quarters,0
021500001002073,2021,total_group_quarters,0
021500001002074,2021,total_group_quarters,0
021500001002075,2021,total_group_quarters,0
021500001002076,2021,total_group_quarters,0
021500001002077,2021,total_group_quarters,0
021500001002078,2021,total_group_quarters,0
021500001002079,2021,total_group_quarters,0
021500001002080,2021,total_group_quarters,0
021500001002081,2021,total_group_quarters,0
021500001002082,2021,total_group_quarters,0
021500001002083,2021,total_group_quarters,0
021500001002084,2021,total_group_quarters,0
021500001002085,2021,total_group_quarters,0
021500001002086,2021,total_group_quarters,0
021500001002087,2021,total_group_quarters,0
021500001002088,2021,total_group_quarters,0
021500001002089,2021,total_group_quarters,0
021500001002090,2021,total_group_quarters,0
021500001002091,2021,total_group_quarters,0
021500001002092,2021,total_group_quarters,0
021500001002093,2021,total_group_quarters,0
021500001002094,2021,total_group_quarters,0
021500001002095,2021,total_group_quarters,0
021500001002096,2021,total_group_quarters,0
021500001002097,2021,total_group_quarters,0
021500001002098,2021,total_group_quarters,0
021500001002099,2021,total_group_quarters,0
021500001002100,2021,total_group_quarters,0
021500001002101,2021,total_group_quarters,0
021500001002102,2021,total_group_quarters,0
021500001002103,2021,total_group_quarters,0
021500001002104,2021,total_group_quarters,0
021500001002105,2021,total_group_quarters,0
021500001002106,2021,total_group_quarters,0
021500001002107,2021,total_group_quarters,0
021500001002108,2021,total_group_quarters,0
021500001002109,2021,total_group_quarters,0
021500001002110,2021,total_group_quarters,0
021500001002111,2021,total_group_quarters,0
021500001002112,2021,total_group_quarters,0
021500001002113,2021,total_group_quarters,0
021500001002114,2021,total_group_quarters,0
021500001002115,2021,total_group_quarters,0
021500001002116,2021,total_group_quarters,0
021500001002117,2021,total_group_quarters,0
021500001002118,2021,total_group_quarters,0
021500001002119,2021,total_group_quarters,0
021500001002120,2021,total_group_quarters,0
021500001002121,2021,total_group_quarters,0
021500001002122,2021,total_group_quarters,0
021500001002123,2021,total_group_quarters,0
021500001002124,2021,total_group_quarters,0
021500001002125,2021,total_group_quarters,0
021500001002126,2021,total_group_quarters,0
021500001002127,2021,total_group_quarters,0
021500001002128,2021,total_group_quarters,0
021500001002129,2021,total_group_quarters,0
021500001002130,2021,total_group_quarters,0
021500001002131,2021,total_group_quarters,0
021500001002132,2021,total_group_quarters,0
021500001002133,2021,total_group_quarters,0
021500001002134,2021,total_group_quarters,0
021500001002135,2021,total_group_quarters,0
021500001002136,2021,total_group_quarters,0
021500001002137,2021,total_group_quarters,0
021500001002138,2021,total_group_quarters,0
021500001002139,2021,total_group_quarters,0
021500001002140,2021,total_group_quarters,0
021500001002141,2021,total_group_quarters,0
021500001002142,2021,total_group_quarters,0
021500001002143,2021,total_group_quarters,0
021500001002144,2021,total_group_quarters,0
021500001002145,2021,total_group_quarters,0
021500001002146,2021,total_group_quarters,0
021500001002147,2021,total_group_quarters,0
021500001002148,2021,total_group_quarters,0
021500001002149,2021,total_group_quarters,0
021500001002150,2021,total_group_quarters,0
021500001002151,2021,total_group_quarters,0
021500001002152,2021,total_group_quarters,0
021500001002153,2021,total_group_quarters,0
021500001002154,2021,total_group_quarters,0
021500001002155,2021,total_group_quarters,0
021500001002156,2021,total_group_quarters,0
021500001002157,2021,total_group_quarters,0
021500001002158,2021,total_group_quarters,0
021500001002159,2021,total_group_quarters,0
021500001002160,2021,total_group_quarters,0
021500001002161,2021,total_group_quarters,0
021500001002162,2021,total_group_quarters,0
021500001002163,2021,total_group_quarters,0
021500001002164,2021,total_group_quarters,0
021500001002165,2021,total_group_quarters,0
021500001002166,2021,total_group_quarters,0
021500001002167,2021,total_group_quarters,0
021500001002168,2021,total_group_quarters,0
021500001002169,2021,total_group_quarters,0
021500001002170,2021,total_group_quarters,0
021500001002171,2021,total_group_quarters,0
021500001002172,2021,total_group_quarters,0
021500001002173,2021,total_group_quarters,0
021500001002174,2021,total_group_quarters,0
021500001002175,2021,total_group_quarters,0
021500001002176,2021,total_group_quarters,0
021500001002177,2021,total_group_quarters,0
021500001002178,2021,total_group_quarters,0
021500001002179,2021,total_group_quarters,0
021500001002180,2021,total_group_quarters,0
021500001002181,2021,total_group_quarters,0
021500001002182,2021,total_group_quarters,0
021500001002183,2021,total_group_quarters,0
021500001002184,2021,total_group_quarters,0
021500001002185,2021,total_group_quarters,0
021500001002186,2021,total_group_quarters,0
021500001002187,2021,total_group_quarters,0
021500001002188,2021,total_group_quarters,0
021500001002189,2021,total_group_quarters,0
021500001002190,2021,total_group_quarters,0
021500001002191,2021,total_group_quarters,0
021500001002192,2021,total_group_quarters,0
021500001002193,2021,total_group_quarters,0
021500001002194,2021,total_group_quarters,0
021500001002195,2021,total_group_quarters,0
021500001002196,2021,total_group_quarters,0
021500001002197,2021,total_group_quarters,0
021500001002198,2021,total_group_quarters,0
021500001002199,2021,total_group_quarters,0
021500001002200,2021,total_group_quarters,0
021500001002201,2021,total_group_quarters,0
021500001002202,2021,total_group_quarters,0
021500001002203,2021,total_group_quarters,0
021500001002204,2021,total_group_quarters,0
021500001002205,2021,total_group_quarters,0
021500001002206,2021,total_group_quarters,0
021500001002207,2021,total_group_quarters,0
021500001002208,2021,total_group_quarters,0
021500001002209,2021,total_group_quarters,0
021500001002210,2021,total_group_quarters,0
021500001002211,2021,total_group_quarters,0
021500001002212,2021,total_group_quarters,0
021500001002213,2021,total_group_quarters,0
021500001002214,2021,total_group_quarters,0
021500001002215,2021,total_group_quarters,1
021500001002216,2021,total_group_quarters,0
021500001002217,2021,total_group_quarters,0
021500001002218,2021,total_group_quarters,0
021500001002219,2021,total_group_quarters,0
021500001002220,2021,total_group_quarters,0
021500001002221,2021,total_group_quarters,0
021500001002222,2021,total_group_quarters,0
021500001002223,2021,total_group_quarters,0
021500001002224,2021,total_group_quarters,0
021500001002225,2021,total_group_quarters,0
021500001002226,2021,total_group_quarters,0
021500001002227,2021,total_group_quarters,0
021500001002228,2021,total_group_quarters,0
021500001002229,2021,total_group_quarters,0
021500001002230,2021,total_group_quarters,0
021500001002231,2021,total_group_quarters,0
021500001002232,2021,total_group_quarters,0
021500001002233,2021,total_group_quarters,0
021500001002234,2021,total_group_quarters,0
021500001002235,2021,total_group_quarters,0
021500001002236,2021,total_group_quarters,0
021500001002237,2021,total_group_quarters,0
021500001002238,2021,total_group_quarters,0
021500001002239,2021,total_group_quarters,0
021500001002240,2021,total_group_quarters,0
021500001002241,2021,total_group_quarters,0
021500001002242,2021,total_group_quarters,0
021500001002243,2021,total_group_quarters,0
021500001002244,2021,total_group_quarters,0
021500001002245,2021,total_group_quarters,0
021500001002246,2021,total_group_quarters,0
021500001002247,2021,total_group_quarters,0
021500001002248,2021,total_group_quarters,0
021500001002249,2021,total_group_quarters,0
021500001002250,2021,total_group_quarters,0
021500001002251,2021,total_group_quarters,0
021500001002252,2021,total_group_quarters,0
021500001002253,2021,total_group_quarters,0
021500001002254,2021,total_group_quarters,0
021500001002255,2021,total_group_quarters,0
021500001002256,2021,total_group_quarters,0
021500001002257,2021,total_group_quarters,0
021500001002258,2021,total_group_quarters,0
021500001002259,2021,total_group_quarters,0
021500001002260,2021,total_group_quarters,0
021500001002261,2021,total_group_quarters,0
021500001002262,2021,total_group_quarters,0
021500001002263,2021,total_group_quarters,0
021500001002264,2021,total_group_quarters,0
021500001002265,2021,total_group_quarters,0
021500001002266,2021,total_group_quarters,0
021500001002267,2021,total_group_quarters,0
021500001002268,2021,total_group_quarters,0
021500001002269,2021,total_group_quarters,0
021500001002270,2021,total_group_quarters,0
021500001002271,2021,total_group_quarters,0
021500001002272,2021,total_group_quarters,0
021500001002273,2021,total_group_quarters,0
021500001002274,2021,total_group_quarters,0
021500001002275,2021,total_group_quarters,0
021500001002276,2021,total_group_quarters,0
021500001002277,2021,total_group_quarters,0
021500001002278,2021,total_group_quarters,0
021500001002279,2021,total_group_quarters,0
021500001002280,2021,total_group_quarters,0
021500001002281,2021,total_group_quarters,0
021500001002282,2021,total_group_quarters,0
021500001002283,2021,total_group_quarters,0
021500001002284,2021,total_group_quarters,0
021500001002285,2021,total_group_quarters,0
021500001002286,2021,total_group_quarters,0
021500001002287,2021,total_group_quarters,0
021500001002288,2021,total_group_quarters,0
021500001002289,2021,total_group_quarters,0
021500001002290,2021,total_group_quarters,0
021500001002291,2021,total_group_quarters,0
021500001002292,2021,total_group_quarters,0
021500001002293,2021,total_group_quarters,0
021500001002294,2021,total_group_quarters,0
021500001002295,2021,total_group_quarters,0
021500001002296,2021,total_group_quarters,0
021500001002297,2021,total_group_quarters,0
021500001002298,2021,total_group_quarters,0
021500001002299,2021,total_group_quarters,0
021500001002300,2021,total_group_quarters,0
021500001002301,2021,total_group_quarters,0
021500001002302,2021,total_group_quarters,0
021500001003000,2021,total_group_quarters,0
021500001003001,2021,total_group_quarters,0
021500001003002,2021,total_group_quarters,0
021500001003003,2021,total_group_quarters,0
021500001003004,2021,total_group_quarters,0
021500001003005,2021,total_group_quarters,0
021500001003006,2021,total_group_quarters,0
021500001003007,2021,total_group_quarters,0
021500001003008,2021,total_group_quarters,0
021500001003009,2021,total_group_quarters,0
021500001003010,2021,total_group_quarters,0
021500001003011,2021,total_group_quarters,0
021500001003012,2021,total_group_quarters,0
021500001003013,2021,total_group_quarters,0
021500001003014,2021,total_group_quarters,0
021500001003015,2021,total_group_quarters,0
021500001003016,2021,total_group_quarters,0
021500001003017,2021,total_group_quarters,0
021500001003018,2021,total_group_quarters,0
021500001003019,2021,total_group_quarters,0
021500001003020,2021,total_group_quarters,0
021500001003021,2021,total_group_quarters,0
021500001003022,2021,total_group_quarters,0
021500001003023,2021,total_group_quarters,0
021500001003024,2021,total_group_quarters,0
021500001003025,2021,total_group_quarters,0
021500001003026,2021,total_group_quarters,0
021500001003027,2021,total_group_quarters,0
021500001003028,2021,total_group_quarters,0
021500001003029,2021,total_group_quarters,0
021500001003030,2021,total_group_quarters,0
021500001003031,2021,total_group_quarters,0
021500001003032,2021,total_group_quarters,0
021500001003033,2021,total_group_quarters,0
021500001003034,2021,total_group_quarters,0
021500001003035,2021,total_group_quarters,0
021500001003036,2021,total_group_quarters,0
021500001003037,2021,total_group_quarters,0
021500001003038,2021,total_group_quarters,0
021500001003039,2021,total_group_quarters,0
021500001003040,2021,total_group_quarters,0
021500001003041,2021,total_group_quarters,0
021500001003042,2021,total_group_quarters,0
021500001003043,2021,total_group_quarters,0
021500001003044,2021,total_group_quarters,0
021500001003045,2021,total_group_quarters,0
021500001003046,2021,total_group_quarters,0
021500001003047,2021,total_group_quarters,0
021500001003048,2021,total_group_quarters,0
021500001003049,2021,total_group_quarters,0
021500001003050,2021,total_group_quarters,0
021500001003051,2021,total_group_quarters,0
021500001003052,2021,total_group_quarters,0
021500001003053,2021,total_group_quarters,0
021500001003054,2021,total_group_quarters,0
021500001003055,2021,total_group_quarters,0
021500001003056,2021,total_group_quarters,0
021500001003057,2021,total_group_quarters,0
021500001003058,2021,total_group_quarters,0
021500001003059,2021,total_group_quarters,0
021500001003060,2021,total_group_quarters,0
021500001003061,2021,total_group_quarters,0
021500001003062,2021,total_group_quarters,0
021500001003063,2021,total_group_quarters,0
021500001003064,2021,total_group_quarters,0
021500001003065,2021,total_group_quarters,0
021500001003066,2021,total_group_quarters,0
021500001003067,2021,total_group_quarters,0
021500001003068,2021,total_group_quarters,0
021500001003069,2021,total_group_quarters,0
021500001003070,2021,total_group_quarters,0
021500001003071,2021,total_group_quarters,0
021500001003072,2021,total_group_quarters,0
021500001003073,2021,total_group_quarters,0
021500001003074,2021,total_group_quarters,0
021500001003075,2021,total_group_quarters,0
021500001003076,2021,total_group_quarters,0
021500001003077,2021,total_group_quarters,0
021500001003078,2021,total_group_quarters,0
021500001003079,2021,total_group_quarters,0
021500001003080,2021,total_group_quarters,0
021500001003081,2021,total_group_quarters,0
021500001003082,2021,total_group_quarters,0
021500001003083,2021,total_group_quarters,0
021500001003084,2021,total_group_quarters,0
021500001003085,2021,total_group_quarters,0
021500001003086,2021,total_group_quarters,0
021500001003087,2021,total_group_quarters,0
021500001003088,2021,total_group_quarters,0
021500001003089,2021,total_group_quarters,0
021500001003090,2021,total_group_quarters,0
021500001003091,2021,total_group_quarters,0
021500001003092,2021,total_group_quarters,0
021500001003093,2021,total_group_quarters,0
021500001003094,2021,total_group_quarters,0
021500001003095,2021,total_group_quarters,0
021500001003096,2021,total_group_quarters,0
021500001003097,2021,total_group_quarters,0
021500001003098,2021,total_group_quarters,0
021500001003099,2021,total_group_quarters,0
021500001003100,2021,total_group_quarters,0
021500001003101,2021,total_group_quarters,0
021500001003102,2021,total_group_quarters,0
021500001003103,2021,total_group_quarters,0
021500001003104,2021,total_group_quarters,0
021500001003105,2021,total_group_quarters,0
021500001003106,2021,total_group_quarters,0
021500001003107,2021,total_group_quarters,0
021500001003108,2021,total_group_quarters,0
021500001003109,2021,total_group_quarters,0
021500001003110,2021,total_group_quarters,0
021500001003111,2021,total_group_quarters,0
021500001003112,2021,total_group_quarters,0
021500001003113,2021,total_group_quarters,0
021500001003114,2021,total_group_quarters,0
021500001003115,2021,total_group_quarters,0
021500001003116,2021,total_group_quarters,0
021500001003117,2021,total_group_quarters,0
021500001003118,2021,total_group_quarters,0
021500001003119,2021,total_group_quarters,0
021500001003120,2021,total_group_quarters,0
021500001003121,2021,total_group_quarters,0
021500001003122,2021,total_group_quarters,0
021500001003123,2021,total_group_quarters,0
021500001003124,2021,total_group_quarters,0
021500001003125,2021,total_group_quarters,0
021500001003126,2021,total_group_quarters,0
021500001003127,2021,total_group_quarters,0
021500001003128,2021,total_group_quarters,0
021500001003129,2021,total_group_quarters,0
021500001003130,2021,total_group_quarters,0
021500001003131,2021,total_group_quarters,0
021500001003132,2021,total_group_quarters,0
021500001003133,2021,total_group_quarters,0
021500001003134,2021,total_group_quarters,0
021500001003135,2021,total_group_quarters,0
021500001003136,2021,total_group_quarters,0
021500001003137,2021,total_group_quarters,0
021500002001000,2021,total_group_quarters,1
021500002001001,2021,total_group_quarters,0
021500002001002,2021,total_group_quarters,0
021500002001003,2021,total_group_quarters,0
021500002001004,2021,total_group_quarters,0
021500002001005,2021,total_group_quarters,0
021500002001006,2021,total_group_quarters,0
021500002001007,2021,total_group_quarters,0
021500002001008,2021,total_group_quarters,0
021500002001009,2021,total_group_quarters,0
021500002001010,2021,total_group_quarters,0
021500002001011,2021,total_group_quarters,1
021500002001012,2021,total_group_quarters,0
021500002001013,2021,total_group_quarters,0
021500002001014,2021,total_group_quarters,0
021500002001015,2021,total_group_quarters,0
021500002001016,2021,total_group_quarters,0
021500002002000,2021,total_group_quarters,0
021500002002001,2021,total_group_quarters,0
021500002002002,2021,total_group_quarters,0
021500002002003,2021,total_group_quarters,0
021500002002004,2021,total_group_quarters,0
021500002002005,2021,total_group_quarters,0
021500002002006,2021,total_group_quarters,0
021500002002007,2021,total_group_quarters,0
021500002002008,2021,total_group_quarters,0
021500002002009,2021,total_group_quarters,0
021500002002010,2021,total_group_quarters,0
021500002002011,2021,total_group_quarters,0
021500002002012,2021,total_group_quarters,0
021500002002013,2021,total_group_quarters,0
021500002002014,2021,total_group_quarters,0
021500002002015,2021,total_group_quarters,0
021500002002016,2021,total_group_quarters,0
021500002002017,2021,total_group_quarters,0
021500002002018,2021,total_group_quarters,1
021500002002019,2021,total_group_quarters,0
021500002002020,2021,total_group_quarters,0
021500002002021,2021,total_group_quarters,0
021500002002022,2021,total_group_quarters,0
021500002002023,2021,total_group_quarters,2
021500002002024,2021,total_group_quarters,0
021500002002025,2021,total_group_quarters,0
021500002002026,2021,total_group_quarters,0
021500002002027,2021,total_group_quarters,0
021500002002028,2021,total_group_quarters,0
021500002002029,2021,total_group_quarters,0
021500002003000,2021,total_group_quarters,0
021500002003001,2021,total_group_quarters,0
021500002003002,2021,total_group_quarters,1
021500002003003,2021,total_group_quarters,0
021500002003004,2021,total_group_quarters,1
021500002003005,2021,total_group_quarters,0
021500002003006,2021,total_group_quarters,0
021500002003007,2021,total_group_quarters,0
021500002003008,2021,total_group_quarters,0
021500002003009,2021,total_group_quarters,0
021500002003010,2021,total_group_quarters,0
021500002003011,2021,total_group_quarters,0
021500002003012,2021,total_group_quarters,2
021500002003013,2021,total_group_quarters,0
021500002003014,2021,total_group_quarters,0
021500002003015,2021,total_group_quarters,0
021500002003016,2021,total_group_quarters,0
021500003001000,2021,total_group_quarters,0
021500003001001,2021,total_group_quarters,0
021500003001002,2021,total_group_quarters,0
021500003001003,2021,total_group_quarters,0
021500003001004,2021,total_group_quarters,0
021500003001005,2021,total_group_quarters,2
